,Name,Review Count,Category,Sub Category,Address,City,Zip Code,Phone number,Yelp Domain
369,Fricano's Deli,482 reviews,Delis,Sandwiches,2405 Nueces St ,Austin,78705,(512) 482-3322,https://www.yelp.com/biz/fricanos-deli-austin-15?hrid=fQ6-s6dt0Izlt5ihTDfj-w&osq=Restaurants
370,College RoadHouse,44 reviews,Pubs,Korean,9515 N Lamar Blvd ,Austin,78753,(512) 686-8215,https://www.yelp.com/biz/college-roadhouse-austin-2?hrid=cAAVHdhcZQ0LjiIyBEjG6w&osq=Restaurants
371,Yard Bar,213 reviews,Bars,American (New),6700 Burnet Rd ,Austin,78757,(512) 900-3773,https://www.yelp.com/biz/yard-bar-austin-3?hrid=bXbPMHUmjglP5WFJyqPPxg&osq=Restaurants
372,Cypress Grill,443 reviews,American (Traditional),Cajun/Creole,4404 W William Cannon Dr ,Austin,78749,(512) 580-6428,https://www.yelp.com/biz/cypress-grill-austin?hrid=mUrUXGaP1Vahc6eSSo_E-g&osq=Restaurants
373,Vince Young Steakhouse,310 reviews,Steakhouses,American (New),301 San Jacinto Blvd ,Austin,78701,(512) 457-8325,https://www.yelp.com/biz/vince-young-steakhouse-austin?hrid=zSR5fbyVXmOZSPNI3XuksA&osq=Restaurants
374,Foreign & Domestic,559 reviews,American (New),Cocktail Bars,306 E 53rd St ,Austin,78751,(512) 459-1010,https://www.yelp.com/biz/foreign-and-domestic-austin?hrid=utR0u7_ckFT7Atrz9kQjgg&osq=Restaurants
375,Arturo's Underground Cafe,414 reviews,Breakfast & Brunch,Coffee & Tea,314 W 17th St ,Austin,78701,(512) 469-0380,https://www.yelp.com/biz/arturos-underground-cafe-austin-2?hrid=4ZZqNAH9j8cP7jQRWosjhQ&osq=Restaurants
376,Mi Cocina,12 reviews,Mexican,,948 Payton Gin Rd ,Austin,78758,(512) 608-4166,https://www.yelp.com/biz/mi-cocina-austin?hrid=x4u0lFOuAVZ7Zn45Lwz-TA&osq=Restaurants
377,Hunan Bistro,4 reviews,Chinese,Asian Fusion,10700 Anderson Mill Rd ,Austin,78750,(512) 579-0108,https://www.yelp.com/biz/hunan-bistro-austin?hrid=LQ7XY84pSn6NCdZ-yzjGMA&osq=Restaurants
378,The Austin Club,16 reviews,American (Traditional),Venues & Event Spaces,110 E 9th St ,Austin,78701,(512) 477-9496,https://www.yelp.com/biz/the-austin-club-austin?hrid=5avgXOa_cC6u618y4qBPeQ&osq=Restaurants
379,Austin Daily Press,190 reviews,Delis,Sandwiches,1900 E Martin Luther King Blvd ,Austin,78702,(512) 828-6463,https://www.yelp.com/biz/austin-daily-press-austin-4?hrid=TvBQOTgpsMTnodqZmbwiyA&osq=Restaurants
380,Hi Hat Public House,182 reviews,American (New),Bars,2121 E 6th St ,Austin,78702,(512) 478-8700,https://www.yelp.com/biz/hi-hat-public-house-austin?hrid=I-P51GP6REUUaanbwRqobA&osq=Restaurants
381,The Mediterranean Chef,140 reviews,Mediterranean,,5908 Aurora Dr ,Austin,78757,(512) 970-9150,https://www.yelp.com/biz/the-mediterranean-chef-austin-3?hrid=Gdf_BenqwZmS6hBVBIym9Q&osq=Restaurants
382,For Sale Bbq,5 reviews,Barbeque,Food Trucks,3715 RR 620 N ,Austin,78734,(512) 961-5644,https://www.yelp.com/biz/for-sale-bbq-austin-2?hrid=3M5jZdDkGOpU46pJXYXWdg&osq=Restaurants
383,Rocco's Grill,164 reviews,Italian,Seafood,12432 Bee Cave Rd ,Austin,78738,(512) 263-8204,https://www.yelp.com/biz/roccos-grill-austin-2?hrid=WyC6Gn-LwxzwHdRadunq9g&osq=Restaurants
384,Chicken Lollypop,377 reviews,Indian,Chinese,1005 E Braker Ln ,Austin,78753,(512) 909-9826,https://www.yelp.com/biz/chicken-lollypop-austin?hrid=DciewQQQ0BPWZfOuGEQZhw&osq=Restaurants
385,Searsucker,513 reviews,American (New),,415 Colorado St ,Austin,78701,(512) 394-8000,https://www.yelp.com/biz/searsucker-austin?hrid=-FDthGCr5D6Wis5G3NKUOg&osq=Restaurants
386,Las Trancas,167 reviews,Mexican,Food Trucks,1210 E Cesar Chavez St ,Austin,78702,(512) 701-8287,https://www.yelp.com/biz/las-trancas-austin?hrid=jO-El7WfoO_J5mgzGnUrzw&osq=Restaurants
387,Freedmen's,560 reviews,Barbeque,Bars,2402 San Gabriel St ,Austin,78705,(512) 220-0953,https://www.yelp.com/biz/freedmens-austin?hrid=0V5ijBzBNwLkTrJ7rwXEWw&osq=Restaurants
388,The Mean Eyed Cat,211 reviews,Music Venues,Bars,1621 W 5th St ,Austin,78703,(512) 920-6645,https://www.yelp.com/biz/the-mean-eyed-cat-austin?hrid=Ne8_pV1TbG8QWGHmYsIVzw&osq=Restaurants
389,Unit-D Pizzeria,132 reviews,Pizza,,2406 Manor Rd ,Austin,78722,(512) 524-1922,https://www.yelp.com/biz/unit-d-pizzeria-austin?hrid=qKyrfHtZaXxUZIn_Z_g-sw&osq=Restaurants
390,De La Terre Supper Club,6 reviews,Supper Clubs,,306 E 53rd ,Austin,78751,(512) 653-9535,https://www.yelp.com/biz/de-la-terre-supper-club-austin?hrid=1_HQHICp35X_bptRNxudgA&osq=Restaurants
391,Whip In,618 reviews,Indian,Bars,1950 Hwy 35 S ,Austin,78704,(512) 442-5337,https://www.yelp.com/biz/whip-in-austin?hrid=6hQCQ-vn5VSKcc60o3mR0w&osq=Restaurants
392,Kerbey Lane Cafe,982 reviews,Tex-Mex,Breakfast & Brunch,3704 Kerbey Ln ,Austin,78731,(512) 451-1436,https://www.yelp.com/biz/kerbey-lane-cafe-austin-4?hrid=QZecDzIm4Lvo22bkGOI2JA&osq=Restaurants
393,360 Uno,214 reviews,Italian,Pizza,3801 N Capital Of Texas Hwy ,Austin,78746,(512) 327-5505,https://www.yelp.com/biz/360-uno-austin?hrid=DLzKrrFIRsfqlF4eoG6mkw&osq=Restaurants
394,Aviator Pizza & Drafthouse,127 reviews,Pizza,Beer Bar,6501 S Congress Ave ,Austin,78745,(512) 326-1150,https://www.yelp.com/biz/aviator-pizza-and-drafthouse-austin?hrid=D6CY3l3AUB-BfwNVVzwmdA&osq=Restaurants
395,Galaxy Cafe,326 reviews,American (New),Gluten-Free,1000 W Lynn St ,Austin,78703,(512) 478-3434,https://www.yelp.com/biz/galaxy-cafe-austin-11?hrid=PcOkJSrlBRRBJpgxPHTySQ&osq=Restaurants
396,Licha's Cantina,342 reviews,Bars,Mexican,1306 E 6th St ,Austin,78702,(512) 480-5960,https://www.yelp.com/biz/lichas-cantina-austin?hrid=9fEKAeKnyZ9K5mOyjBSZKw&osq=Restaurants
397,Galaxy Cafe,61 reviews,Cafes,,8127 Mesa Dr ,Austin,78759,(512) 369-3488,https://www.yelp.com/biz/galaxy-cafe-austin-8?hrid=rrWnJ6AxOCQ_08glcxDuow&osq=Restaurants
398,Austin Ale House,239 reviews,Gastropubs,,301 W 6th St ,Austin,78701,(512) 480-9433,https://www.yelp.com/biz/austin-ale-house-austin?hrid=EM1SOKcirTQdjVMOKRZiZQ&osq=Restaurants
399,Tyson's Tacos,424 reviews,Mexican,Coffee & Tea,4905 Airport Blvd ,Austin,78751,(512) 451-3326,https://www.yelp.com/biz/tysons-tacos-austin?hrid=jAnjTB0GQK_6DOxqbGdsGA&osq=Restaurants
400,Waltons Fancy and Staple,561 reviews,Delis,Florists,609 W 6th St ,Austin,78701,(512) 542-3380,https://www.yelp.com/biz/waltons-fancy-and-staple-austin?hrid=Ik9yQzleX9xHSOJa5F2hZg&osq=Restaurants
401,Country Boyz Fixins,69 reviews,American (Traditional),Soul Food,4140 E 12th St ,Austin,78721,(512) 928-5555,https://www.yelp.com/biz/country-boyz-fixins-austin-2?hrid=h-IdPbsGwK6QdSkGxkicsw&osq=Restaurants
402,"First Watch - Breakfast, Brunch & Lunch",44 reviews,Breakfast & Brunch,Cafes,2701 Parker DrRound Rock,Austin,78681,(512) 246-3447,https://www.yelp.com/biz/first-watch-breakfast-brunch-and-lunch-round-rock?hrid=HxknwyyquWoQxFAzOrK0qw&osq=Restaurants
403,Tamale House East,276 reviews,Mexican,Breakfast & Brunch,1707 E 6th St ,Austin,78702,(512) 495-9504,https://www.yelp.com/biz/tamale-house-east-austin?hrid=4q77D1eKxlIJtFHDOOItLg&osq=Restaurants
404,Micklethwait Craft Meats,626 reviews,Food Trucks,Barbeque,1309 Rosewood Ave ,Austin,78702,(512) 791-5961,https://www.yelp.com/biz/micklethwait-craft-meats-austin?hrid=rUecK4rJzzHBnkyPysDR_g&osq=Restaurants
405,The Peached Tortilla,271 reviews,Asian Fusion,Food Trucks, ,Austin,78756,(512) 330-4439,https://www.yelp.com/biz/the-peached-tortilla-austin?hrid=g8q-RJdHfdlIRXQao4-kMg&osq=Restaurants
406,Juliet Italian Kitchen,257 reviews,Italian,Cocktail Bars,1500 Barton Springs Rd ,Austin,78704,(512) 479-1800,https://www.yelp.com/biz/juliet-italian-kitchen-austin-2?hrid=cnkB9Ew1mZMxRItzQ6eb1w&osq=Restaurants
407,The Back Porch,21 reviews,American (New),,12233 Fm 620 N ,Austin,78750,(512) 428-4047,https://www.yelp.com/biz/the-back-porch-austin?hrid=gJtwq4Xyo5CAOKh30wdr5A&osq=Restaurants
408,Biderman's Deli,48 reviews,Delis,Bagels,3742 Far West Blvd ,Austin,78731,(512) 340-1404,https://www.yelp.com/biz/bidermans-deli-austin?hrid=74jVI2aMiWBfopp91ZrYpw&osq=Restaurants
409,Vaquero Taquero,30 reviews,Food Trucks,Tacos,4103 Duval St ,Austin,78751,(956) 739-8896,https://www.yelp.com/biz/vaquero-taquero-austin?hrid=_oC1LJBXvY84D-mM-fcJvg&osq=Restaurants
410,Song La,96 reviews,Food Trucks,Taiwanese,411 W 23rd St ,Austin,78705,(831) 254-7525,https://www.yelp.com/biz/song-la-austin?hrid=kJWcXU79I_-7EUtigQjRiw&osq=Restaurants
411,Mum Foods,13 reviews,Smokehouse,Food Stands,4209 Airport Blvd ,Austin,78722,(512) 913-1206,https://www.yelp.com/biz/mum-foods-austin-2?hrid=rRwQnTT5KgsQGFEIDfGuYw&osq=Restaurants
412,June's,95 reviews,Breakfast & Brunch,Wine Bars,1722 S Congress Ave ,Austin,78704,(512) 416-1722,https://www.yelp.com/biz/junes-austin-2?hrid=oTjodiY0hAgCzNTB4YR77g&osq=Restaurants
413,Counter Cafe East,243 reviews,Breakfast & Brunch,Diners,1914 E 6th St ,Austin,78702,(512) 351-9961,https://www.yelp.com/biz/counter-cafe-east-austin?hrid=VPdOjmwNRlI4QX3XfM8G_w&osq=Restaurants
414,Osio,48 reviews,Korean,Bubble Tea,2901 S Capital Of Texas Hwy ,Austin,78746,(512) 840-0837,https://www.yelp.com/biz/osio-austin?hrid=mNKBFXbNfuvw6i7uxoaAEg&osq=Restaurants
415,Tan My Restaurant,503 reviews,Vietnamese,Soup,1601 Ohlen Rd ,Austin,78758,(512) 832-9585,https://www.yelp.com/biz/tan-my-restaurant-austin-2?hrid=yXAV1xaICdk6L84JxCTThA&osq=Restaurants
416,Caspian Grill,272 reviews,Persian/Iranian,Mediterranean,12518 Research Blvd ,Austin,78759,(512) 382-1454,https://www.yelp.com/biz/caspian-grill-austin-2?hrid=GufbdGv_11cciCbzKmPu6w&osq=Restaurants
417,La 1 Cajun and Creole,13 reviews,Food Trucks,Cajun/Creole,515 Pedernales St ,Austin,78702,(512) 788-5380,https://www.yelp.com/biz/la-1-cajun-and-creole-austin?hrid=XKLvN816O2U5B5qKCSO8rg&osq=Restaurants
418,East Side King,504 reviews,Asian Fusion,Food Trucks,1618 1/2 E 6th S ,Austin,78702,(512) 407-8166,https://www.yelp.com/biz/east-side-king-austin-15?hrid=yWAredqow9LrILpkpJrdIQ&osq=Restaurants
419,Bufalina,378 reviews,Pizza,Italian,1519 E Cesar Chavez ,Austin,78702,(512) 524-2523,https://www.yelp.com/biz/bufalina-austin?hrid=DMP01LEnYUBICAM_E3QMyQ&osq=Restaurants
420,Korean Grill,328 reviews,Korean,,10901 N Lamar Blvd ,Austin,78753,(512) 339-0234,https://www.yelp.com/biz/korean-grill-austin?hrid=hS41vcXG7-yoKuOdMNTakg&osq=Restaurants
421,Turf N Surf Po' Boy,61 reviews,Cajun/Creole,Seafood,11420 Rock Rose Ave ,Austin,78758,(512) 276-2763,https://www.yelp.com/biz/turf-n-surf-po-boy-austin-5?hrid=PzLXFLwHecMad6XTnTSKPQ&osq=Restaurants
422,North Italia,916 reviews,Italian,Pizza,11506 Century Oaks Ter ,Austin,78758,(512) 339-4400,https://www.yelp.com/biz/north-italia-austin?hrid=meg-9ryOkpB2aSa_CXhyrQ&osq=Restaurants
423,Cafe Bistro,94 reviews,American (New),Comfort Food,2901 Capital of Texas Hwy S ,Austin,78746,(512) 691-3500,https://www.yelp.com/biz/cafe-bistro-austin-4?hrid=xpHWBLgcEDphfBktqWQ3PA&osq=Restaurants
424,Thai Kun at Whisler's,157 reviews,Food Trucks,Thai,1816 E 6th St ,Austin,78702,(512) 407-8166,https://www.yelp.com/biz/thai-kun-at-whislers-austin?hrid=mbElGtB4aLyuWBGYKk7Hew&osq=Restaurants
425,Bennu Coffee,24 reviews,Coffee & Tea,Breakfast & Brunch,515 S Congress Ave ,Austin,78704,(512) 448-3919,https://www.yelp.com/biz/bennu-coffee-austin-2?hrid=Alq7M4E_-dwBP7-bPIkKrQ&osq=Restaurants
426,Tokyo Sushi Japanese Restaurant,94 reviews,Japanese,,3201 Bee Caves Rd ,Austin,78746,(512) 306-9191,https://www.yelp.com/biz/tokyo-sushi-japanese-restaurant-austin?hrid=vCxw6WcstzbgDht3gAWDSw&osq=Restaurants
427,Michi Ramen,17 reviews,Ramen,,1615 Grand Ave PkwyPflugerville,Austin,78660,(512) 251-1311,https://www.yelp.com/biz/michi-ramen-pflugerville?hrid=0gF-6sjPlQYtqfhm1AkWRw&osq=Restaurants
428,24 Diner,1509 reviews,Diners,,600 N Lamar Blvd ,Austin,78703,(512) 472-5400,https://www.yelp.com/biz/24-diner-austin?hrid=LnTBTLcly1noVyy79SD-MQ&osq=Restaurants
429,The Capital Grille,186 reviews,Steakhouses,Seafood,117 W 4th St ,Austin,78701,(512) 322-2005,https://www.yelp.com/biz/the-capital-grille-austin?hrid=CQ2mmvY5btX7fuuVR8GLmg&osq=Restaurants
430,Cabo Bob's Burritos,232 reviews,Mexican,,2828 Rio Grande St ,Austin,78705,(512) 432-1112,https://www.yelp.com/biz/cabo-bobs-burritos-austin-2?hrid=92dLHwlJpFwDyt2JoG-4cQ&osq=Restaurants
431,Magnolia Cafe,695 reviews,American (New),Breakfast & Brunch,2304 Lake   Blvd ,Austin,78703,(512) 478-8645,https://www.yelp.com/biz/magnolia-cafe-austin?hrid=EoCIEYEMGtg4xHJh6ftw6g&osq=Restaurants
432,Cafe Eden,20 reviews,Asian Fusion,,15803 Windermere DrPflugerville,Austin,78660,(512) 770-6467,https://www.yelp.com/biz/cafe-eden-pflugerville?hrid=_NTuOfLaH6-k3mtSJo7SgQ&osq=Restaurants
433,Via 313 Pizza,206 reviews,Pizza,,3016 Guadalupe St ,Austin,78705,(512) 358-6193,https://www.yelp.com/biz/via-313-pizza-austin-6?hrid=WvvH2kADzW5Cpimj3GjxEQ&osq=Restaurants
434,Pinthouse Pizza,277 reviews,Pizza,Bars,4236 S Lamar Blvd ,Austin,78704,(512) 643-1278,https://www.yelp.com/biz/pinthouse-pizza-austin-2?hrid=wAF2rpbyQL2085A3AQs7BA&osq=Restaurants
435,Café Crêpe,640 reviews,Creperies,French,200 San Jacinto Blvd ,Austin,78701,(512) 480-0084,https://www.yelp.com/biz/caf%C3%A9-cr%C3%AApe-austin-2?hrid=PFRt8FQcljnGq8JvT3o2HQ&osq=Restaurants
436,Bufalina Due,67 reviews,Pizza,Desserts,6555 Burnet Rd ,Austin,78757,(512) 215-8662,https://www.yelp.com/biz/bufalina-due-austin?hrid=G47dzvrx-UTUYmnm3HV3mA&osq=Restaurants
437,Julie's Handmade Noodles,156 reviews,Noodles,,2512 Rio Grande St ,Austin,78705,(646) 508-3303,https://www.yelp.com/biz/julies-handmade-noodles-austin?hrid=wvG9G32Ut6T32L9jo0sEIQ&osq=Restaurants
438,Josephine House,163 reviews,American (Traditional),Breakfast & Brunch,1601 Waterson Ave ,Austin,78703,(512) 477-5584,https://www.yelp.com/biz/josephine-house-austin-3?hrid=MEuFDjO42GcFMb1yQYFxwA&osq=Restaurants
439,Tiny Boxwood,38 reviews,Breakfast & Brunch,Pizza,1503 W 35th St ,Austin,78703,(512) 220-0698,https://www.yelp.com/biz/tiny-boxwood-austin?hrid=0EmAGp7Pv77rK_yUz_Axxw&osq=Restaurants
440,Andiamo Ristorante,338 reviews,Italian,,2521 Rutland Dr ,Austin,78758,(512) 719-3377,https://www.yelp.com/biz/andiamo-ristorante-austin?hrid=N9Hq-PXzE-H_bpiYkJ2u_A&osq=Restaurants
441,BOCA,31 reviews,Food Trucks,Spanish,,Austin,,(512) 571-3779,https://www.yelp.com/biz/boca-austin-8?hrid=Rt8T1UcX5cLkLCLyMNU9Tw&osq=Restaurants
442,Turf N Surf Po' Boy,119 reviews,Food Trucks,Seafood,3121 S Lamar Blvd ,Austin,78704,(512) 276-2763,https://www.yelp.com/biz/turf-n-surf-po-boy-austin-3?hrid=J1YHrl7d669V9woAOLx5Sw&osq=Restaurants
443,Isalia's Tex-Mex Restaurant,114 reviews,Tex-Mex,Latin American,2602 Guadalupe St ,Austin,78705,(512) 584-8066,https://www.yelp.com/biz/isalias-tex-mex-restaurant-austin?hrid=pkc5xRxo5aev_2oKNFDRSg&osq=Restaurants
444,Paco's Tacos,465 reviews,Mexican,,1304 E 51st St ,Austin,78723,(512) 323-6206,https://www.yelp.com/biz/pacos-tacos-austin?hrid=LXgtACkyRz053dinuSjQIA&osq=Restaurants
445,Toss Pizzeria & Pub,161 reviews,Pizza,Pubs,2901 S 1st St ,Austin,78704,(512) 953-1718,https://www.yelp.com/biz/toss-pizzeria-and-pub-austin?hrid=CChh4i-xzgU4CR6I7RAUyg&osq=Restaurants
446,The Original New Orleans Po-Boy,29 reviews,Cajun/Creole,Seafood,1806 E 12th St ,Austin,78702,(512) 952-1879,https://www.yelp.com/biz/the-original-new-orleans-po-boy-austin?hrid=WBN6PkV6L25qZLbwJdOcGg&osq=Restaurants
447,Burrito Factory,91 reviews,Mexican,American (New),2025 Guadalupe St ,Austin,78705,(512) 227-5060,https://www.yelp.com/biz/burrito-factory-austin?hrid=y6ld2x93sBcJrj-wraNqWQ&osq=Restaurants
448,Supper Friends,27 reviews,Diners,,3012 Gonzales St ,Austin,78702,(512) 385-6700,https://www.yelp.com/biz/supper-friends-austin?hrid=KyYkCvPRId04u7qSWUujtQ&osq=Restaurants
449,1776 Cheesesteak,43 reviews,Cheesesteaks,Sandwiches,1505 Town Creek Dr ,Austin,78741,(512) 968-2327,https://www.yelp.com/biz/1776-cheesesteak-austin?hrid=knnc5qyrzDxEJPxBEYVCiA&osq=Restaurants
450,Taco Flats,279 reviews,Mexican,Cocktail Bars,5520 Burnet Rd ,Austin,78756,(512) 284-8352,https://www.yelp.com/biz/taco-flats-austin?hrid=39XcQI2kPCe7FAUyLEp5TQ&osq=Restaurants
451,Halal Bros,96 reviews,Halal,Food Stands,419 E 7th St ,Austin,78701,(512) 284-8105,https://www.yelp.com/biz/halal-bros-austin?hrid=4cR99IboiKYGUaYPvwf1VA&osq=Restaurants
452,A Touch of Soul,3 reviews,Food Trucks,Soul Food,,Austin,,(512) 659-9804,https://www.yelp.com/biz/a-touch-of-soul-kyle-2?hrid=3INAokXMk0iSpLBGdMD8rQ&osq=Restaurants
453,Luke's Inside Out,268 reviews,Sandwiches,Food Trucks,1109 S Lamar Blvd ,Austin,78704,(512) 589-8883,https://www.yelp.com/biz/lukes-inside-out-austin?hrid=q6OONkDtwqqbnrr9-wfV6Q&osq=Restaurants
454,Saffron,253 reviews,Indian,Himalayan/Nepalese,3616 Far W Blvd ,Austin,78731,(512) 241-1732,https://www.yelp.com/biz/saffron-austin-2?hrid=2hmeCQrRXJ2sEl0Bo31Ebw&osq=Restaurants
455,Evangeline Café,577 reviews,Cajun/Creole,,8106 Brodie Ln ,Austin,78745,(512) 282-2586,https://www.yelp.com/biz/evangeline-cafe-austin?hrid=hZ6Gh5BZnBUnwXetXppveg&osq=Restaurants
456,Little Sheep Mongolian Hot Pot,139 reviews,Mongolian,Hot Pot,2400 Seton Ave ,Austin,78705,(512) 953-9722,https://www.yelp.com/biz/little-sheep-mongolian-hot-pot-austin?hrid=63U4FC8ABhjEuwsOSXUE9g&osq=Restaurants
457,Ernie's on the Lake,70 reviews,Bars,American (Traditional),5973 Hiline Rd ,Austin,78734,(512) 266-4934,https://www.yelp.com/biz/ernies-on-the-lake-austin?hrid=ZSwK4__ji_8jRp1r06vIfw&osq=Restaurants
458,Louie's,9 reviews,Food Trucks,Barbeque,6218 Brodie Ln ,Austin,78749,(512) 649-2727,https://www.yelp.com/biz/louies-austin-2?hrid=FJBHYnYAFQJjS-a7YeS1oQ&osq=Restaurants
459,Cenote,513 reviews,Coffee & Tea,Cafes,1010 E Cesar Chavez St ,Austin,78702,(512) 524-1311,https://www.yelp.com/biz/cenote-austin-3?hrid=c1U2E2NwUDQF-3NQ5OmYSg&osq=Restaurants
460,Lustre Pearl East,32 reviews,Salad,Cocktail Bars,114 Linden St ,Austin,78702,(512) 524-1143,https://www.yelp.com/biz/lustre-pearl-east-austin-2?hrid=iUbdd61grpNOdceBTWrNiQ&osq=Restaurants
461,La Bodega Gourmet,31 reviews,Specialty Food,Spanish,11500 Bee Cave Rd ,Austin,78738,(512) 263-8844,https://www.yelp.com/biz/la-bodega-gourmet-austin?hrid=9yPEybmx9ihFFK5mygLisA&osq=Restaurants
462,Central Donut,51 reviews,Donuts,Breakfast & Brunch,1910 W Braker Ln ,Austin,78758,(512) 833-6993,https://www.yelp.com/biz/central-donut-austin?hrid=0d9UJWZ76YxfOZux5Qg9Dg&osq=Restaurants
463,Cuban Sandwich Cafe,185 reviews,Cuban,Bakeries,1804 Briarcliff Blvd ,Austin,78723,(512) 501-6651,https://www.yelp.com/biz/cuban-sandwich-cafe-austin?hrid=YV4g012_rJjI20lPPacPJA&osq=Restaurants
464,Fogo de Chão Brazilian Steakhouse,596 reviews,Brazilian,Steakhouses,309 E 3rd St ,Austin,78701,(512) 472-0220,https://www.yelp.com/biz/fogo-de-ch%C3%A3o-brazilian-steakhouse-austin-4?hrid=X2j9TOyUJl-Qv23jjPMrdw&osq=Restaurants
465,Austin's Habibi,114 reviews,Mediterranean,Greek,817 W 5th St ,Austin,78703,(512) 733-4014,https://www.yelp.com/biz/austins-habibi-austin-10?hrid=CXx1w0VvYAo-AShMg9vDJw&osq=Restaurants
466,The Best Wurst,267 reviews,Food Stands,German,201 E 6th St ,Austin,78701,(512) 912-9545,https://www.yelp.com/biz/the-best-wurst-austin?hrid=pbbEK3WRO3I7IKH0O7uRHg&osq=Restaurants
467,Hopdoddy Burger Bar,1449 reviews,Burgers,Juice Bars & Smoothies,2438 W Anderson Ln ,Austin,78757,(512) 467-2337,https://www.yelp.com/biz/hopdoddy-burger-bar-austin-2?hrid=mYGYm32AH2CEcqq3f7HJuA&osq=Restaurants
468,Taverna,53 reviews,Italian,,3120 Palm Way ,Austin,78758,(512) 356-9384,https://www.yelp.com/biz/taverna-austin-5?hrid=XCP6aPSzOv2WG-98ClhUSA&osq=Restaurants
469,Sao Paulo's Restaurant,336 reviews,Brazilian,Tex-Mex,2809 San Jacinto Blvd ,Austin,78705,(512) 473-9988,https://www.yelp.com/biz/sao-paulos-restaurant-austin?hrid=7d-6DvsYCq5AOiFFC-9l3g&osq=Restaurants
470,Pueblo Viejo,326 reviews,Mexican,Food Trucks,502 Brushy St ,Austin,78702,(512) 373-6557,https://www.yelp.com/biz/pueblo-viejo-austin?hrid=INeqkugUkLZfi3MUrjI1eA&osq=Restaurants
471,T-Loc's Sonora Hot Dogs,283 reviews,Hot Dogs,Food Trucks,5000 Burnet Rd ,Austin,78756,(512) 994-8982,https://www.yelp.com/biz/t-locs-sonora-hot-dogs-austin-4?hrid=ZKUlMM9bc223m91CSq3HoQ&osq=Restaurants
472,Terry Black's Barbecue,851 reviews,Barbeque,Salad,1003 Barton Springs Rd ,Austin,78704,(512) 394-5899,https://www.yelp.com/biz/terry-blacks-barbecue-austin?hrid=0J7IxeRvlLp4iw0_0wr5HQ&osq=Restaurants
473,Fresa's - South 1st,157 reviews,Mexican,,1703 S 1st St ,Austin,78704,(512) 992-2946,https://www.yelp.com/biz/fresas-south-1st-austin-2?hrid=EHSHjFX7xEW3FqXosmTILQ&osq=Restaurants
474,Agazajo's Flying Pizza & Italian Restaurant,67 reviews,Italian,Pizza,2406 US Hwy 183 S ,Austin,78744,(512) 389-2558,https://www.yelp.com/biz/agazajos-flying-pizza-and-italian-restaurant-austin?hrid=Pqb9H19ircUu3EsEiWeX-w&osq=Restaurants
475,Tony's Jamaican Food,159 reviews,Food Stands,Caribbean,1200 E 11th St ,Austin,78702,(512) 945-5090,https://www.yelp.com/biz/tonys-jamaican-food-austin?hrid=ubC8zX9HWrcp88PFNLBwLw&osq=Restaurants
476,ATX Jamaican Grill,32 reviews,Caribbean,,2201 S 1st St ,Austin,78704,(512) 806-7194,https://www.yelp.com/biz/atx-jamaican-grill-austin?hrid=yvmgd4pznJ00rI_i7SzhjQ&osq=Restaurants
477,Kt's Deli,4 reviews,Southern,,300 W 15th St ,Austin,78701,(512) 495-9313,https://www.yelp.com/biz/kts-deli-austin?hrid=t1uTttiWYMhnm0lKh5cKQA&osq=Restaurants
478,Barley Bean,11 reviews,Cafes,,1500 Spyglass Dr ,Austin,78746,(718) 406-3878,https://www.yelp.com/biz/barley-bean-austin?hrid=6K5spWMRfRcQW0Jnt5qnkQ&osq=Restaurants
479,Tacodeli,848 reviews,Mexican,Vegetarian,1500 Spyglass Dr ,Austin,78746,(512) 732-0303,https://www.yelp.com/biz/tacodeli-austin-3?hrid=IKnvbMMsb2UztXrz5roSMA&osq=Restaurants
480,Picosso,13 reviews,Juice Bars & Smoothies,Food Trucks,2410 E 7th St ,Austin,78702,(512) 751-0465,https://www.yelp.com/biz/picosso-austin-2?hrid=Xi-vEgKXektizNWRAxz7Jw&osq=Restaurants
481,Papalote Taco House,399 reviews,Mexican,,2803 S Lamar Blvd ,Austin,78704,(512) 804-2474,https://www.yelp.com/biz/papalote-taco-house-austin?hrid=K43dYP5ZlWEY4UUdQW_WhQ&osq=Restaurants
482,Rosita's Al Pastor,254 reviews,Mexican,Food Trucks,1911 E Riverside Dr ,Austin,78798,(512) 442-8402,https://www.yelp.com/biz/rositas-al-pastor-austin?hrid=jZ272N6JMtq0bSjLjauvFA&osq=Restaurants
483,Wholly Cow,462 reviews,Burgers,,3010 S Lamar Blvd ,Austin,78704,(512) 394-8156,https://www.yelp.com/biz/wholly-cow-austin?hrid=eL11GJ2lOIjIyHxUU78_cQ&osq=Restaurants
484,DIY Thai Food,5 reviews,Laotian,Thai,4209 Airport Blvd ,Austin,78722,(512) 766-4788,https://www.yelp.com/biz/diy-thai-food-austin?hrid=glH3EIYolS3Gc6wmHcNy6w&osq=Restaurants
485,Way South Philly Deli,59 reviews,Sandwiches,Delis,5222 Burnet Rd ,Austin,78756,(512) 344-9922,https://www.yelp.com/biz/way-south-philly-deli-austin?hrid=a4I9m6xV_DRF3YDFiRaO-Q&osq=Restaurants
486,Chuy's,779 reviews,Tex-Mex,Salad,1728 Barton Springs Rd ,Austin,78704,(512) 474-4452,https://www.yelp.com/biz/chuys-austin?hrid=wHdSY5mFxmRxJvt2f7bnVA&osq=Restaurants
